medium_description_en,url,full_title_en,expert_name,short_title_en,short_description_en,disease_en,system_en,search_abbreviation_en,purpose_en,chief_complaint_en,specialty_en,favorite_id,creators,cmeEnabled,cmeVersion
Measures the degree of disability or dependence in the daily activities of people who have suffered a stroke or other causes of neurological disability.,modified-rankin-scale-neurologic-disability,Modified Rankin Scale for Neurologic Disability,"Daniel Runde, MD",Modified Rankin Score,Disability/dependence after a stroke.,Stroke/TIA,Neurologic,"['disability', 'stroke', 'TIA', 'CVA', 'neuro', 'mRS']",Diagnosis,Weakness,"['Critical Care', 'Critical Care (Neurologic)', 'Emergency Medicine', 'Internal Medicine', 'Neurology', 'Rehabilitation Medicine']",1890,Dr. John van Swieten,True,
"Measures treatment response, specifically to cytotoxic drugs, based on tumor shrinkage.",modified-response-evaluation-criteria-solid-tumors-mrecist,Modified Response Evaluation Criteria in Solid Tumors (mRECIST),[],mRECIST,Measures treatment response by HCC tumor size.,Hepatocellular Carcinoma,Gastrointestinal,hcc,"['Prognosis', 'Treatment']",Abdominal Pain,"['Hematology and Oncology', 'Hepatology', 'Hospitalist Medicine', 'Internal Medicine', 'Surgery (General)']",3824,Dr. Josep Llovet,False,
"Predicts ICU mortality using mostly clinical variables and fewer labs (similar to <calculator id=""691"">SOFA Score</calculator>).",modified-sequential-organ-failure-assessment-msofa-score,Modified Sequential Organ Failure Assessment (mSOFA) Score,"Graham Walker, MD",mSOFA Score,ICU mortality (only one lab parameter).,"['Respiratory Failure', 'COVID-19', 'Coronavirus']",Respiratory,"Modified Sequential Organ Failure Assessment (mSOFA) Score, mSOFA Score, msofa, sofa, sofa score, modified sofa score, qsofa, quick sofa score, ICU mortality, mortality",Prognosis,Any/All,"['Critical Care', 'Emergency Medicine', 'Hospitalist Medicine', 'Infectious Disease', 'Internal Medicine']",10287,Dr. Colin K. Grissom,True,
Diagnoses acute MI in patients with prior LBBB.,modified-sgarbossas-criteria-mi-left-bundle-branch-block,Modified Sgarbossa's Criteria for MI in Left Bundle Branch Block,[],Modified Sgarbossa's Criteria for MI,Acute MI diagnosis in LBBB.,Myocardial Infarction,Cardiac,"Modified Sgarbossa's Criteria for MI in Left Bundle Branch Block, Modified Sgarbossa's Criteria for MI, Sgarbossa's Criteria for MI in Left Bundle Branch Block, sgarbossa LBBB, sgarbossa MI, sgarbossa, sgarbossa MI LBBB, sgarbossa STEMI, sgarbossa MI calc, sgarbossa stemi calc, sgarbossa LBB calc, sgarbossa score, sgarbossa criteria, MI calc, stemi calc, stemi risk, MI LBBB risk score, MI LBB risk calc, left bundle branch block calc, left bundle branch block sgarbossa, left bundle branch block MI, left bundle branch block ACS calc, left bundle branch block criteria MI, Sgarbossa ACS, Sgarbossa ACS calc, Sgarbossa ACS criteria",Diagnosis,"['Chest Pain', 'Shortness of Breath', 'Weakness']","['Cardiology', 'Critical Care', 'Emergency Medicine', 'Hospitalist Medicine', 'Internal Medicine']",10353,Dr. Stephen Smith,False,
Predicts short-term mortality in acute ischemic stroke.,modified-soar-score-stroke,Modified SOAR Score for Stroke,"Benjamin Kummer, MD",mSOAR Score,Early stroke mortality.,Stroke/TIA,"['Cardiac', 'Neurologic']","['soar', 'oxford', 'modified soar', 'cva', 'tia', 'ischemic stroke', 'brain attack']",Prognosis,"['AMS', 'Neurologic Deficit', 'Weakness']","['Cardiology', 'Neurology']",3966,Dr. Phyo Kyaw Myint,True,3966.1
Stratifies severity of depressive episodes in adults.,montgomery-asberg-depression-rating-scale-madrs,Montgomery-Asberg Depression Rating Scale (MADRS),"Joshua Salvi, MD, PhD",MADRS,Depression severity in adults.,"['Depression/Suicidality', 'Anxiety']",Psychiatric,"['MADRS', 'Montgomery–Åsberg Depression Rating Scale', 'antidepressants', 'HAM-D', 'primary depressive illness', 'depression', 'major depressive disorder', 'major depression', 'depressive disorder', 'depression severity', 'depressive symptoms', 'depression rating', 'depression scale', 'diagnostic questionnaire']","['Prognosis', 'Treatment']","['Agitation', 'Anxious', 'Depressed', 'Weight Loss/Gain']","['Psychiatry', 'Internal Medicine', 'Family Practice', 'Hospitalist Medicine']",4058,"['Dr. Stuart Montgomery', 'Dr. Marie Åsberg']",True,4058.1
Classifies severity of Crohn's disease and ulcerative colitis.,montreal-classification-inflammatory-bowel-disease-ibd,Montreal Classification for Inflammatory Bowel Disease (IBD),[],Montreal Classification for IBD,Crohn's and ulcerative colitis severity. ,"['Colitis', 'GI Bleeding', 'Inflammatory Bowel Disease']",Gastrointestinal,"['Montreal classification for ibd', 'montreal classification', 'Montreal Classification for Inflammatory Bowel Disease (IBD)', 'ibd', 'Crohns', 'ulcerative colitis', 'uc', ""Crohn's disease"", ""Crohn's"", 'Crohns disease', 'Inflammatory Bowel Disease']",Diagnosis,"['Abdominal Pain', 'Blood in Stool', 'Diarrhea']","['Gastroenterology', 'Hospitalist Medicine', 'Internal Medicine']",10237,Dr. Mark S. Silverberg,False,
Screens for mild cognitive impairment and Alzheimer's disease.,montreal-cognitive-assessment-moca,Montreal Cognitive Assessment (MoCA),"Emma Oberlander, DO",Montreal Cognitive Assessment (MoCA),Cognitive impairment screening.,Dementia,Psychiatric,"['mild cognitive impairment', 'MCI', 'dementia', ""Alzheimer's disease"", 'AD', 'cognition disorders', 'MoCA', 'psychometrics', 'Montreal Cognitive Assessment', 'cognitive screening tool', 'Mini-Mental State Examination', 'MMSE']",Diagnosis,Neurologic Deficit,"['Emergency Medicine', 'Family Practice', 'Geriatrics', 'Hospitalist Medicine', 'Neurology', 'Primary Care', 'Psychiatry']",10044,Dr. Ziad S. Nasreddine,True,
Calculates total daily morphine milligram equivalents.,morphine-milligram-equivalents-mme-calculator,Morphine Milligram Equivalents (MME) Calculator,"Sergey Motov, MD",Morphine Milligram Equivalents,Calculates MME.,Chronic Pain,Any/All,"['MEDD', 'MME', 'MED', 'opioid dose calculator', 'morphine equivalent daily dosage', 'morphine milligram equivalents', 'morphine equivalent dose', 'opioid overdose', 'chronic pain', 'opioid analgesia', 'morphine equivalents', 'codeine', 'fentaNYL', 'HYDROcodone', 'dilaudid', 'OxyCONTIN', 'dosing', 'oral morphine equivalents', 'ome', 'opioid conversion', 'opiate conversion']","['Formula', 'Treatment']","['Abdominal Pain', 'Chest Pain', 'Chronic Pain', 'Extremity Pain', 'Flank Pain', 'Joint Pain', 'Neck Pain', 'Pain']","['Emergency Medicine', 'Family Practice', 'Hospitalist Medicine', 'Internal Medicine', 'Pain Management', 'Primary Care', 'Toxicology']",10170,[],True,
Predicts 90-day mortality in patients with viral pneumonia.,mulbsta-score-viral-pneumonia-mortality,MuLBSTA Score for Viral Pneumonia Mortality,"['Joseph Habboushe, MD, MBA', 'Eric Steinberg, DO']",MuLBSTA Score,Viral pneumonia mortality.,"['Pneumonia', 'Respiratory Distress', 'COVID-19', 'Coronavirus']",Respiratory,"MuLBSTA Score, MuLBSTA, pneumonia mortality, pneumonia mortality risk, pneumonia, pneumonia risk, viral pneumonia, viral pneumonia mortality, viral pneumonia mortality risk, MuLBSTA pneumonia, MuLBSTA score pneumonia, Coronavirus, Corona virus, COVID, COVID-19, COVID 19, COVID19",Prognosis,"['Chest Pain', 'Cough', 'Fever', 'Shortness of Breath']","['Critical Care', 'Emergency Medicine', 'Hospitalist Medicine', 'Infectious Disease', 'Internal Medicine', 'Pulmonology']",10279,Dr. Xinxin Zhang,True,
"Diagnoses multiple myeloma, according to the International Myeloma Working Group (IMWG).",multiple-myeloma-diagnostic-criteria,Multiple Myeloma Diagnostic Criteria,[],Multiple Myeloma Diagnostic Criteria,Multiple myeloma diagnosis.,Multiple Myeloma,"['Oncologic', 'Hematologic']","['Mm', 'Multiple Myeloma Diagnostic Criteria (IMWG)', 'multiple myeloma', 'disease definition', 'multiple myeloma disease definition', 'myeloma', 'imwg']",Diagnosis,"['Extremity Pain', 'Cancer']","['Radiation Oncology', 'Internal Medicine', 'Hospitalist Medicine', 'Hematology and Oncology']",10233,Dr. Sundararajan V. Rajkumar,False,
Prognosticates the severity of multiple myeloma based on routinely obtained lab values.,multiple-myeloma-international-staging-system-iss,Multiple Myeloma International Staging System (ISS),"Randall Pierce, MD",Multiple Myeloma ISS,Prognosticate newly diagnosed multiple myeloma.,"['Cancer', 'Multiple Myeloma', 'Hematologic Malignancy']",Hematologic,"['myeloma', 'microglobulin', 'albumin', 'mm', 'miss', 'mmiss']",Prognosis,Weakness,"['Hematology and Oncology', 'Internal Medicine']",3841,Dr. Philip Greipp,True,3841.1
"Predicts disease response in multiple myeloma, from the International Myeloma Working Group (IMWG).",multiple-myeloma-response-criteria,Multiple Myeloma Response Criteria,[],Multiple Myeloma Response Criteria,Multiple myeloma response assessment.,Multiple Myeloma,"['Oncologic', 'Hematologic']","['Mm', 'Multiple Myeloma Response Criteria (IMWG)', 'multiple myeloma', 'disease response', 'multiple myeloma response assessment', 'myeloma', 'imwg']",Diagnosis,"['Extremity Pain', 'Cancer']","['Radiation Oncology', 'Internal Medicine', 'Hospitalist Medicine', 'Hematology and Oncology']",10232,Dr. Robert A. Kyle,False,
"<span id=""docs-internal-guid-bd1794d2-7fff-383e-f553-e983c37d20a3"">Predicts 30-day readmission risk in patients with cirrhosis.",mumtaz-score-readmission-cirrhosis,Mumtaz Score for Readmission in Cirrhosis,"Ahmad Khan, MD",Mumtaz Score,30-day readmission in cirrhosis.,Cirrhosis,Gastrointestinal,"['Cirrhosis', 'cirrhotic', 'readmission risk']",Prognosis,"['Jaundice', 'Agitation', 'Abdominal Pain', 'Bleeding']","['Gastroenterology', 'Hepatology', 'Administration']",10129,Dr. Khalid Mumtaz,True,10129.1
"Stratifies severity of acute lung injury, and is also used for ECMO patient selection.",murray-score-acute-lung-injury,Murray Score for Acute Lung Injury,"Peter Liou, MD",Murray Score,Acute lung injury severity.,"['Pneumonia', 'Respiratory Distress', 'COVID-19', 'Coronavirus']",Respiratory,"['murray score', 'ards', 'ali', 'murry score', 'ecmo', 'covid', 'covid19', 'covid 19', 'coronavirus', 'covid-19']","['Diagnosis', 'Prognosis']",Shortness of Breath,"['Critical Care', 'Internal Medicine', 'Pulmonology', 'Surgery (Cardiothoracic)', 'Surgery (General)']",3996,Dr. John F. Murray,True,3996.1
"Diagnoses steatohepatitis, based on histology, in NAFLD patients.",nafld-non-alcoholic-fatty-liver-disease-activity-score,NAFLD (Non-Alcoholic Fatty Liver Disease) Activity Score,[],NAFLD Activity Score,Histologic diagnosis of steatohepatitis in NAFLD.,"['Acute Pain', 'Cirrhosis']","['Endocrine and Metabolic', 'Gastrointestinal']","['NAFLD', 'liver disease score', 'fatty liver disease score', 'non-alcoholic fatty liver disease score', 'nafld balloon score', 'balloon score']",Diagnosis,"['Abdominal Pain', 'Jaundice']","['Critical Care', 'Family Practice', 'Gastroenterology', 'Hepatology', 'Internal Medicine', 'Pathology', 'Primary Care']",10068,Dr. David E. Kleiner,False,
Estimates amount of scarring in the liver based on several laboratory tests.,nafld-non-alcoholic-fatty-liver-disease-fibrosis-score,NAFLD (Non-Alcoholic Fatty Liver Disease) Fibrosis Score,"Graham Walker, MD",NAFLD Fibrosis Score,Estimates amount of liver scarring.,"['Cirrhosis', 'Hepatitis', 'Diabetes Mellitus']","['Endocrine and Metabolic', 'Gastrointestinal']","['hepatic', 'nafld', 'fibrosis', 'cirrhosis', 'prognosis', 'calculation', 'hepatitis']",Formula,"['Abdominal Pain', 'Jaundice']","['Endocrinology', 'Gastroenterology', 'Hepatology', 'Internal Medicine']",3081,Dr. Paul Angulo,True,3081.1
Doses naloxone for acute opioid overdose.,naloxone-drip-dosing,Naloxone Drip Dosing,"Elie Harmouche, MD",Naloxone Drip Dosing,Opioid reversal.,Ingestion/Overdose,Any/All,"['Naloxone', 'Narcan', 'Naloxone drip', 'Naloxone GTT']",Treatment,Intoxication/Overdose,"['Emergency Medicine', 'Toxicology', 'Pharmacy']",4023,Dr. Lewis Goldfrank,True,4023.1
Determines the degree of illness of a patient and prompts critical care intervention.,national-early-warning-score-news,National Early Warning Score (NEWS),"Kamal Medlej, MD",NEWS Score,Severity screening of declining conditions.,"['Acute Coronary Syndrome', 'CHF', 'Endocarditis', 'Hyperglycemia', 'Hypernatremia', 'Hypertension', 'Myocardial Infarction', 'Respiratory Distress', 'Stroke/TIA', 'Trauma', 'COVID-19', 'Coronavirus']","['Cardiac', 'Respiratory']","['NEWS', 'admission', 'mortality', 'covid', 'covid-19', 'covid19', 'covid 19', 'coronavirus']",Prognosis,"['AMS', 'Bleeding', 'Chest Pain', 'Fever', 'Seizure']","['Critical Care', 'Emergency Medicine', 'Hospitalist Medicine', 'Internal Medicine', 'Surgery (Trauma)']",1873,Dr. Gary B. Smith,True,1873.1
"<span id=""docs-internal-guid-96e58532-7fff-12a6-749e-93d26dfa7e62"">Determines the degree of illness of a patient and prompts critical care intervention (recommended by NHS over original NEWS).",national-early-warning-score-news-2,National Early Warning Score (NEWS) 2,[],NEWS2 Score,"Severity screening of declining conditions, recommended over original NEWS.","['Any/All', 'COVID-19', 'Coronavirus']","['Cardiac', 'Respiratory']","['NEWS', 'admission', 'mortality', 'NEWS 2', 'news2', 'covid19', 'covid-19', 'covid 19', 'covid', 'coronavirus']",Prognosis,"['AMS', 'Bleeding', 'Chest Pain', 'Fever', 'Seizure']","['Critical Care', 'Emergency Medicine', 'Hospitalist Medicine', 'Internal Medicine', 'Surgery (Trauma)']",10083,Dr. Gary B. Smith,False,
Estimates severity of overcrowding in emergency departments.,nedocs-score-emergency-department-overcrowding,NEDOCS Score for Emergency Department Overcrowding,[],NEDOCS,Estimates severity of overcrowding in EDs.,Public Health,Any/All,"['DOCS', 'emergency', 'overcrowding', 'crowded']",Algorithm,Any/All,"['Administration', 'Emergency Medicine', 'Pediatrics']",3143,Dr. Steven Weiss,False,
Estimates the volume of whole blood to remove and volume of crystalloid to infuse in neonatal polycythemia.,neonatal-partial-exchange-polycythemia,Neonatal Partial Exchange for Polycythemia,"['Alex Ryder, MD, PhD', 'Caleb Cheng, MD', 'Christopher Tormey, MD']",Neonatal Partial Exchange,Neonate blood extraction and crystalloid replacement.,Anemia,Hematologic,polycythemia,"['Formula', 'Treatment']",Cancer,"['Pathology', 'Hematology and Oncology', 'Transfusion Medicine']",10006,[],True,10006.1
Quantifies severity of neuropathic pain.,neuropathic-pain-scale-nps,Neuropathic Pain Scale (NPS),[],Neuropathic Pain Scale,Neuropathic pain severity.,"['Neuropathy', 'Trauma']",Neurologic,"['neuropathy', 'pain']",Prognosis,Chronic Pain,"['Anesthesiology', 'Endocrinology', 'Geriatrics', 'Internal Medicine', 'Neurology', 'Pain Management', 'Primary Care']",3626,Dr. Bradley S. Galer,False,
Calculates neutrophil-lymphocyte ratio.,neutrophil-lymphocyte-ratio-nlr-calculator,Neutrophil-Lymphocyte Ratio (NLR) Calculator,"Graham Walker, MD",Neutrophil-Lymphocyte Ratio (NLR),Neutrophil-lymphocyte ratio calculation.,Any/All,Any/All,"Neutrophil-Lymphocyte Ratio (NLR) Calculator, NLR Calculator, NLR, neutrophil, lymphocyte, neutrophil lymphocyte, neutrophil lymphocyte ratio, NLR ratio",Formula,Any/All,"['Critical Care', 'Emergency Medicine', 'Hospitalist Medicine', 'Infectious Disease', 'Internal Medicine']",10305,Dr. Roman Zahorec,True,
Criteria for which patients are unlikely to require imaging after head trauma.,new-orleans-charity-head-trauma-injury-rule,New Orleans/Charity Head Trauma/Injury Rule,"Daniel Runde, MD",New Orleans Head CT Rule,"Very sensitive, rules out imaging in some.",Trauma,"['Musculoskeletal', 'Neurologic']","['noc', 'head trauma', 'new orleans', 'Charity Head Trauma', 'NOC head rule', 'new orleans criteria']","['Diagnosis', 'Rule Out']","['Injury/Trauma', 'Head Injury']","['Emergency Medicine', 'Neurology', 'Surgery (General)', 'Surgery (Trauma)']",604,Dr. Micelle J. Haydel,True,
Stratifies severity of heart failure by symptoms.,new-york-heart-association-nyha-functional-classification-heart-failure,New York Heart Association (NYHA) Functional Classification for Heart Failure,[],NYHA Heart Failure Classification,Stratifies severity of heart failure.,"['Heart Failure', 'Congestive Heart Failure']","['Cardiac', 'Vascular']","['heart failure', 'congestive heart failure', 'chf', 'hf', 'nyha']",Prognosis,"['Chest Pain', 'Extremity Edema', 'Shortness of Breath']","['Cardiology', 'Endocrinology', 'Internal Medicine', 'Emergency Medicine', 'Family Practice', 'Primary Care', 'Critical Care']",3987,Dr. Martin Dolgin,False,
"<span id=""docs-internal-guid-c8ad5943-1072-4605-48cd-f4617d2555d0"">Rules out need for chest x-ray in chest pain patients (non-traumatic).",newsom-score-non-traumatic-chest-pain,Newsom Score for Non-traumatic Chest Pain,"Matthew Negaard, MD",Newsom Score,Chest x-ray in non-traumatic chest pain.,"['Respiratory Distress', 'Congestive Heart Failure', 'Heart Failure']","['Respiratory', 'Cardiac']","['Non traumatic', 'nontraumatic', 'congestive heart failure', 'x-ray', 'respiratory distress', 'chest complaints']","['Treatment', 'Rule Out']",Chest Pain,"['Hospitalist Medicine', 'Internal Medicine', 'Radiology', 'Emergency Medicine', 'Critical Care', 'Cardiology']",10077,Dr. Case K. Newsom,True,10077.1
Identifies blunt trauma patients with clinically significant thoracic injuries.,nexus-chest-ct-decision-instrument-ct-imaging,NEXUS Chest CT Decision Instrument for CT Imaging,"Michael Jones, MD",NEXUS Chest CT Decision Instrument,Identifies clinically significant thoracic injuries in blunt trauma patients.,Trauma,"['Cardiac', 'Neurologic', 'Respiratory']","['ct', 'chest', 'chest trauma', 'trauma']",Rule Out,"['Chest Pain', 'Injury/Trauma']","['Critical Care', 'Critical Care (Neurologic)', 'Emergency Medicine', 'Surgery (Trauma)']",3815,Dr. Robert Rodriguez,True,3815.1
Determines which patients require chest imaging after blunt trauma.,nexus-chest-decision-instrument-blunt-chest-trauma,NEXUS Chest Decision Instrument for Blunt Chest Trauma,"Graham Walker, MD",NEXUS Chest Rule,Blunt chest trauma decision making.,Trauma,Musculoskeletal,"['NEXUS', 'chest nexus', 'chest injury', 'chest pain', 'trauma', 'CT', 'CXR', 'imaging', 'prognosis']",Algorithm,"['Chest Pain', 'Shortness of Breath']","['Emergency Medicine', 'Surgery (Trauma)']",2075,Dr. Robert Rodriguez,True,
